x,y,CIdn,CIup,alpha
3.197983613,1.161362993,1.046594714,1.276131272,0.2
3.219361199,1.17704786,1.06438679,1.289708929,0.2
3.240738784,1.192732727,1.082162425,1.303303028,0.2
3.26211637,1.208417593,1.099920668,1.316914519,0.2
3.283493955,1.22410246,1.117660502,1.330544419,0.2
3.304871541,1.239787327,1.13538084,1.344193814,0.2
3.326249126,1.255472194,1.15308052,1.357863867,0.2
3.347626712,1.271157061,1.170758299,1.371555822,0.2
3.369004297,1.286841927,1.188412845,1.38527101,0.2
3.390381883,1.302526794,1.206042736,1.399010852,0.2
3.411759468,1.318211661,1.22364645,1.412776871,0.2
3.433137054,1.333896528,1.241222362,1.426570693,0.2
3.454514639,1.349581394,1.258768735,1.440394054,0.2
3.475892225,1.365266261,1.276283715,1.454248808,0.2
3.49726981,1.380951128,1.293765324,1.468136932,0.2
3.518647395,1.396635995,1.311211458,1.482060532,0.2
3.540024981,1.412320862,1.328619876,1.496021847,0.2
3.561402566,1.428005728,1.345988201,1.510023256,0.2
3.582780152,1.443690595,1.363313914,1.524067276,0.2
3.604157737,1.459375462,1.380594352,1.538156572,0.2
3.625535323,1.475060329,1.397826709,1.552293948,0.2
3.646912908,1.490745195,1.415008038,1.566482353,0.2
3.668290494,1.506430062,1.432135255,1.58072487,0.2
3.689668079,1.522114929,1.449205149,1.595024709,0.2
3.711045665,1.537799796,1.466214392,1.6093852,0.2
3.73242325,1.553484663,1.483159558,1.623809767,0.2
3.753800836,1.569169529,1.500037142,1.638301917,0.2
3.775178421,1.584854396,1.516843589,1.652865204,0.2
3.796556007,1.600539263,1.533575323,1.667503203,0.2
3.817933592,1.61622413,1.550228791,1.682219469,0.2
3.839311178,1.631908997,1.566800497,1.697017496,0.2
3.860688763,1.647593863,1.58328706,1.711900666,0.2
3.882066349,1.66327873,1.59968526,1.7268722,0.2
3.903443934,1.678963597,1.615992093,1.741935101,0.2
3.92482152,1.694648464,1.632204829,1.757092098,0.2
3.946199105,1.71033333,1.648321066,1.772345595,0.2
3.967576691,1.726018197,1.664338778,1.787697617,0.2
3.988954276,1.741703064,1.680256364,1.803149764,0.2
4.010331862,1.757387931,1.696072685,1.818703177,0.2
4.031709447,1.773072798,1.711787089,1.834358507,0.2
4.053087033,1.788757664,1.727399428,1.850115901,0.2
4.074464618,1.804442531,1.742910063,1.865974999,0.2
4.095842204,1.820127398,1.758319855,1.881934941,0.2
4.117219789,1.835812265,1.773630142,1.897994387,0.2
4.138597375,1.851497132,1.788842709,1.914151554,0.2
4.15997496,1.867181998,1.803959745,1.930404252,0.2
4.181352546,1.882866865,1.818983797,1.946749933,0.2
4.202730131,1.898551732,1.833917719,1.963185745,0.2
4.224107716,1.914236599,1.84876461,1.979708587,0.2
4.245485302,1.929921465,1.863527767,1.996315164,0.2
4.266862887,1.945606332,1.878210624,2.01300204,0.2
4.288240473,1.961291199,1.892816707,2.029765691,0.2
4.309618058,1.976976066,1.907349584,2.046602548,0.2
4.330995644,1.992660933,1.921812826,2.063509039,0.2
4.352373229,2.008345799,1.936209971,2.080481628,0.2
4.373750815,2.024030666,1.950544494,2.097516839,0.2
4.3951284,2.039715533,1.964819781,2.114611285,0.2
4.416505986,2.0554004,1.979039112,2.131761687,0.2
4.437883571,2.071085267,1.993205648,2.148964885,0.2
4.459261157,2.086770133,2.007322414,2.166217853,0.2
4.480638742,2.102455,2.021392299,2.183517701,0.2
4.502016328,2.118139867,2.035418048,2.200861686,0.2
4.523393913,2.133824734,2.049402264,2.218247203,0.2
4.544771499,2.1495096,2.063347406,2.235671795,0.2
4.566149084,2.165194467,2.077255793,2.253133142,0.2
4.58752667,2.180879334,2.091129607,2.270629061,0.2
4.608904255,2.196564201,2.104970899,2.288157502,0.2
4.630281841,2.212249068,2.118781595,2.305716541,0.2
4.651659426,2.227933934,2.132563496,2.323304373,0.2
4.673037012,2.243618801,2.146318294,2.340919309,0.2
4.694414597,2.259303668,2.160047568,2.358559768,0.2
4.715792183,2.274988535,2.173752798,2.376224271,0.2
4.737169768,2.290673402,2.187435368,2.393911435,0.2
4.758547354,2.306358268,2.20109657,2.411619967,0.2
4.779924939,2.322043135,2.214737613,2.429348657,0.2
4.801302525,2.337728002,2.228359628,2.447096376,0.2
4.82268011,2.353412869,2.24196367,2.464862067,0.2
4.844057696,2.369097735,2.255550729,2.482644742,0.2
4.865435281,2.384782602,2.269121728,2.500443476,0.2
4.886812867,2.400467469,2.282677532,2.518257406,0.2
4.908190452,2.416152336,2.29621895,2.536085722,0.2
2.791809489,0.863350524,0.712929099,1.01377195,0.21
2.813187074,0.879035391,0.730817449,1.027253333,0.21
2.83456466,0.894720258,0.748699719,1.040740797,0.21
2.855942245,0.910405124,0.766575629,1.05423462,0.21
2.877319831,0.926089991,0.784444886,1.067735097,0.21
2.898697416,0.941774858,0.802307175,1.081242541,0.21
2.920075002,0.957459725,0.820162166,1.094757283,0.21
2.941452587,0.973144592,0.838009507,1.108279676,0.21
2.962830173,0.988829458,0.855848826,1.121810091,0.21
2.984207758,1.004514325,0.873679724,1.135348926,0.21
3.005585344,1.020199192,0.891501782,1.148896602,0.21
3.026962929,1.035884059,0.909314551,1.162453566,0.21
3.048340515,1.051568926,0.927117555,1.176020296,0.21
3.0697181,1.067253792,0.944910287,1.189597297,0.21
3.091095686,1.082938659,0.962692207,1.203185111,0.21
3.112473271,1.098623526,0.980462738,1.216784313,0.21
3.133850857,1.114308393,0.998221268,1.230395517,0.21
3.155228442,1.129993259,1.015967141,1.244019378,0.21
3.176606028,1.145678126,1.033699659,1.257656594,0.21
3.197983613,1.161362993,1.051418074,1.271307912,0.21
3.219361199,1.17704786,1.069121591,1.284974128,0.21
3.240738784,1.192732727,1.086809357,1.298656096,0.21
3.26211637,1.208417593,1.104480462,1.312354725,0.21
3.283493955,1.22410246,1.122133932,1.326070988,0.21
3.304871541,1.239787327,1.139768726,1.339805928,0.21
3.326249126,1.255472194,1.15738373,1.353560658,0.21
3.347626712,1.271157061,1.174977752,1.367336369,0.21
3.369004297,1.286841927,1.192549519,1.381134336,0.21
3.390381883,1.302526794,1.210097666,1.394955922,0.21
3.411759468,1.318211661,1.227620737,1.408802584,0.21
3.433137054,1.333896528,1.245117175,1.422675881,0.21
3.454514639,1.349581394,1.262585314,1.436577475,0.21
3.475892225,1.365266261,1.280023379,1.450509143,0.21
3.49726981,1.380951128,1.297429477,1.464472779,0.21
3.518647395,1.396635995,1.31480159,1.478470399,0.21
3.540024981,1.412320862,1.332137573,1.49250415,0.21
3.561402566,1.428005728,1.349435147,1.506576309,0.21
3.582780152,1.443690595,1.366691901,1.52068929,0.21
3.604157737,1.459375462,1.383905282,1.534845642,0.21
3.625535323,1.475060329,1.401072602,1.549048055,0.21
3.646912908,1.490745195,1.41819104,1.563299351,0.21
3.668290494,1.506430062,1.435257639,1.577602486,0.21
3.689668079,1.522114929,1.452269324,1.591960534,0.21
3.711045665,1.537799796,1.469222908,1.606376684,0.21
3.73242325,1.553484663,1.486115107,1.620854218,0.21
3.753800836,1.569169529,1.502942565,1.635396494,0.21
3.775178421,1.584854396,1.519701875,1.650006917,0.21
3.796556007,1.600539263,1.536389613,1.664688913,0.21
3.817933592,1.61622413,1.553002373,1.679445886,0.21
3.839311178,1.631908997,1.569536809,1.694281185,0.21
3.860688763,1.647593863,1.585989679,1.709198048,0.21
3.882066349,1.66327873,1.602357899,1.724199561,0.21
3.903443934,1.678963597,1.618638593,1.739288601,0.21
3.92482152,1.694648464,1.634829145,1.754467783,0.21
3.946199105,1.71033333,1.650927252,1.769739409,0.21
3.967576691,1.726018197,1.666930975,1.785105419,0.21
3.988954276,1.741703064,1.682838781,1.800567347,0.21
4.010331862,1.757387931,1.698649578,1.816126284,0.21
4.031709447,1.773072798,1.71436274,1.831782855,0.21
4.053087033,1.788757664,1.729978127,1.847537202,0.21
4.074464618,1.804442531,1.745496085,1.863388977,0.21
4.095842204,1.820127398,1.760917438,1.879337358,0.21
4.117219789,1.835812265,1.776243467,1.895381062,0.21
4.138597375,1.851497132,1.791475883,1.91151838,0.21
4.15997496,1.867181998,1.806616783,1.927747214,0.21
4.181352546,1.882866865,1.821668608,1.944065123,0.21
4.202730131,1.898551732,1.836634089,1.960469375,0.21
4.224107716,1.914236599,1.851516198,1.976956999,0.21
4.245485302,1.929921465,1.866318091,1.99352484,0.21
4.266862887,1.945606332,1.88104306,2.010169605,0.21
4.288240473,1.961291199,1.895694481,2.026887917,0.21
4.309618058,1.976976066,1.910275773,2.043676359,0.21
4.330995644,1.992660933,1.924790356,2.060531509,0.21
4.352373229,2.008345799,1.93924162,2.077449979,0.21
4.373750815,2.024030666,1.953632893,2.094428439,0.21
4.3951284,2.039715533,1.96796742,2.111463645,0.21
4.416505986,2.0554004,1.982248344,2.128552455,0.21
4.437883571,2.071085267,1.996478691,2.145691843,0.21
4.459261157,2.086770133,2.010661359,2.162878908,0.21
4.480638742,2.102455,2.024799117,2.180110884,0.21
4.502016328,2.118139867,2.038894594,2.19738514,0.21
4.523393913,2.133824734,2.052950283,2.214699185,0.21
4.544771499,2.1495096,2.06696854,2.232050661,0.21
4.566149084,2.165194467,2.080951587,2.249437348,0.21
4.58752667,2.180879334,2.094901514,2.266857154,0.21
4.608904255,2.196564201,2.108820286,2.284308115,0.21
4.630281841,2.212249068,2.122709747,2.301788388,0.21
4.651659426,2.227933934,2.136571625,2.319296244,0.21
4.673037012,2.243618801,2.150407537,2.336830065,0.21
4.694414597,2.259303668,2.164218999,2.354388337,0.21
4.715792183,2.274988535,2.178007427,2.371969642,0.21
4.737169768,2.290673402,2.191774147,2.389572656,0.21
4.758547354,2.306358268,2.205520398,2.407196139,0.21
4.779924939,2.322043135,2.219247337,2.424838934,0.21
4.801302525,2.337728002,2.232956047,2.442499957,0.21
4.82268011,2.353412869,2.24664754,2.460178197,0.21
4.844057696,2.369097735,2.260322763,2.477872708,0.21
4.865435281,2.384782602,2.273982602,2.495582603,0.21
4.886812867,2.400467469,2.287627884,2.513307054,0.21
4.908190452,2.416152336,2.301259384,2.531045288,0.21
2.791809489,0.863350524,0.719342048,1.007359,0.22
2.813187074,0.879035391,0.737136457,1.020934325,0.22
2.83456466,0.894720258,0.754925044,1.034515471,0.22
2.855942245,0.910405124,0.772707544,1.048102705,0.22
2.877319831,0.926089991,0.790483673,1.06169631,0.22
2.898697416,0.941774858,0.808253132,1.075296585,0.22
2.920075002,0.957459725,0.826015603,1.088903846,0.22
2.941452587,0.973144592,0.843770751,1.102518432,0.22
2.962830173,0.988829458,0.861518218,1.116140699,0.22
2.984207758,1.004514325,0.879257624,1.129771026,0.22
3.005585344,1.020199192,0.896988567,1.143409817,0.22
3.026962929,1.035884059,0.914710617,1.157057501,0.22
3.048340515,1.051568926,0.932423318,1.170714533,0.22
3.0697181,1.067253792,0.950126185,1.1843814,0.22
3.091095686,1.082938659,0.9678187,1.198058618,0.22
3.112473271,1.098623526,0.985500313,1.211746738,0.22
3.133850857,1.114308393,1.003170436,1.225446349,0.22
3.155228442,1.129993259,1.020828442,1.239158077,0.22
3.176606028,1.145678126,1.038473661,1.252882591,0.22
3.197983613,1.161362993,1.05610538,1.266620606,0.22
3.219361199,1.17704786,1.073722836,1.280372884,0.22
3.240738784,1.192732727,1.091325212,1.294140242,0.22
3.26211637,1.208417593,1.108911637,1.30792355,0.22
3.283493955,1.22410246,1.126481179,1.321723741,0.22
3.304871541,1.239787327,1.144032841,1.335541813,0.22
3.326249126,1.255472194,1.161565557,1.349378831,0.22
3.347626712,1.271157061,1.179078186,1.363235935,0.22
3.369004297,1.286841927,1.196569508,1.377114347,0.22
3.390381883,1.302526794,1.214038218,1.391015371,0.22
3.411759468,1.318211661,1.23148292,1.404940402,0.22
3.433137054,1.333896528,1.248902124,1.418890931,0.22
3.454514639,1.349581394,1.266294237,1.432868552,0.22
3.475892225,1.365266261,1.283657558,1.446874964,0.22
3.49726981,1.380951128,1.300990274,1.460911982,0.22
3.518647395,1.396635995,1.318290454,1.474981535,0.22
3.540024981,1.412320862,1.335556045,1.489085679,0.22
3.561402566,1.428005728,1.352784864,1.503226592,0.22
3.582780152,1.443690595,1.369974603,1.517406587,0.22
3.604157737,1.459375462,1.387122818,1.531628105,0.22
3.625535323,1.475060329,1.404226937,1.54589372,0.22
3.646912908,1.490745195,1.421284257,1.560206134,0.22
3.668290494,1.506430062,1.438291949,1.574568176,0.22
3.689668079,1.522114929,1.455247067,1.588982791,0.22
3.711045665,1.537799796,1.472146561,1.60345303,0.22
3.73242325,1.553484663,1.488987288,1.617982037,0.22
3.753800836,1.569169529,1.505766034,1.632573025,0.22
3.775178421,1.584854396,1.522479537,1.647229255,0.22
3.796556007,1.600539263,1.539124519,1.661954007,0.22
3.817933592,1.61622413,1.55569772,1.676750539,0.22
3.839311178,1.631908997,1.572195936,1.691622057,0.22
3.860688763,1.647593863,1.588616064,1.706571663,0.22
3.882066349,1.66327873,1.60495515,1.72160231,0.22
3.903443934,1.678963597,1.621210442,1.736716752,0.22
3.92482152,1.694648464,1.637379435,1.751917493,0.22
3.946199105,1.71033333,1.653459924,1.767206737,0.22
3.967576691,1.726018197,1.669450054,1.782586341,0.22
3.988954276,1.741703064,1.685348355,1.798057773,0.22
4.010331862,1.757387931,1.701153783,1.813622079,0.22
4.031709447,1.773072798,1.716865739,1.829279857,0.22
4.053087033,1.788757664,1.732484088,1.845031241,0.22
4.074464618,1.804442531,1.748009162,1.8608759,0.22
4.095842204,1.820127398,1.763441749,1.876813047,0.22
4.117219789,1.835812265,1.778783077,1.892841453,0.22
4.138597375,1.851497132,1.794034782,1.908959481,0.22
4.15997496,1.867181998,1.809198873,1.925165124,0.22
4.181352546,1.882866865,1.824277686,1.941456044,0.22
4.202730131,1.898551732,1.839273837,1.957829626,0.22
4.224107716,1.914236599,1.854190171,1.974283027,0.22
4.245485302,1.929921465,1.869029708,1.990813223,0.22
4.266862887,1.945606332,1.8837956,2.007417064,0.22
4.288240473,1.961291199,1.89849108,2.024091318,0.22
4.309618058,1.976976066,1.913119421,2.040832711,0.22
4.330995644,1.992660933,1.927683897,2.057637968,0.22
4.352373229,2.008345799,1.942187754,2.074503845,0.22
4.373750815,2.024030666,1.956634177,2.091427155,0.22
4.3951284,2.039715533,1.971026274,2.108404792,0.22
4.416505986,2.0554004,1.985367052,2.125433748,0.22
4.437883571,2.071085267,1.999659409,2.142511124,0.22
4.459261157,2.086770133,2.013906121,2.159634145,0.22
4.480638742,2.102455,2.028109837,2.176800163,0.22
4.502016328,2.118139867,2.042273075,2.194006659,0.22
4.523393913,2.133824734,2.056398221,2.211251246,0.22
4.544771499,2.1495096,2.070487531,2.22853167,0.22
4.566149084,2.165194467,2.084543132,2.245845802,0.22
4.58752667,2.180879334,2.098567025,2.263191643,0.22
4.608904255,2.196564201,2.112561092,2.28056731,0.22
4.630281841,2.212249068,2.126527097,2.297971038,0.22
4.651659426,2.227933934,2.140466694,2.315401175,0.22
4.673037012,2.243618801,2.154381433,2.332856169,0.22
4.694414597,2.259303668,2.168272764,2.350334572,0.22
4.715792183,2.274988535,2.182142044,2.367835025,0.22
4.737169768,2.290673402,2.195990541,2.385356262,0.22
4.758547354,2.306358268,2.209819441,2.402897096,0.22
4.779924939,2.322043135,2.223629853,2.420456418,0.22
4.801302525,2.337728002,2.237422813,2.438033191,0.22
4.82268011,2.353412869,2.25119929,2.455626447,0.22
4.844057696,2.369097735,2.264960191,2.47323528,0.22
4.865435281,2.384782602,2.278706363,2.490858842,0.22
4.886812867,2.400467469,2.292438598,2.50849634,0.22
4.908190452,2.416152336,2.306157641,2.526147031,0.22
2.791809489,0.863350524,0.725586246,1.001114803,0.23
2.813187074,0.879035391,0.743289185,1.014781597,0.23
2.83456466,0.894720258,0.760986555,1.028453961,0.23
2.855942245,0.910405124,0.778678101,1.042132148,0.23
2.877319831,0.926089991,0.796363553,1.05581643,0.23
2.898697416,0.941774858,0.814042624,1.069507092,0.23
2.920075002,0.957459725,0.831715011,1.083204439,0.23
2.941452587,0.973144592,0.849380392,1.096908791,0.23
2.962830173,0.988829458,0.867038424,1.110620492,0.23
2.984207758,1.004514325,0.884688746,1.124339904,0.23
3.005585344,1.020199192,0.902330971,1.138067413,0.23
3.026962929,1.035884059,0.919964688,1.151803429,0.23
3.048340515,1.051568926,0.937589463,1.165548388,0.23
3.0697181,1.067253792,0.95520483,1.179302755,0.23
3.091095686,1.082938659,0.972810294,1.193067025,0.23
3.112473271,1.098623526,0.990405328,1.206841724,0.23
3.133850857,1.114308393,1.00798937,1.220627415,0.23
3.155228442,1.129993259,1.02556182,1.234424698,0.23
3.176606028,1.145678126,1.043122039,1.248234213,0.23
3.197983613,1.161362993,1.060669343,1.262056643,0.23
3.219361199,1.17704786,1.078203001,1.275892718,0.23
3.240738784,1.192732727,1.095722234,1.289743219,0.23
3.26211637,1.208417593,1.113226208,1.303608979,0.23
3.283493955,1.22410246,1.130714031,1.31749089,0.23
3.304871541,1.239787327,1.148184749,1.331389905,0.23
3.326249126,1.255472194,1.165637342,1.345307046,0.23
3.347626712,1.271157061,1.183070719,1.359243402,0.23
3.369004297,1.286841927,1.200483713,1.373200141,0.23
3.390381883,1.302526794,1.217875076,1.387178512,0.23
3.411759468,1.318211661,1.235243472,1.40117985,0.23
3.433137054,1.333896528,1.252587476,1.41520558,0.23
3.454514639,1.349581394,1.269905562,1.429257227,0.23
3.475892225,1.365266261,1.287196106,1.443336417,0.23
3.49726981,1.380951128,1.304457371,1.457444885,0.23
3.518647395,1.396635995,1.321687511,1.471584478,0.23
3.540024981,1.412320862,1.338884562,1.485757162,0.23
3.561402566,1.428005728,1.356046436,1.499965021,0.23
3.582780152,1.443690595,1.373170923,1.514210267,0.23
3.604157737,1.459375462,1.390255688,1.528495236,0.23
3.625535323,1.475060329,1.407298268,1.542822389,0.23
3.646912908,1.490745195,1.424296078,1.557194313,0.23
3.668290494,1.506430062,1.441246412,1.571613712,0.23
3.689668079,1.522114929,1.458146453,1.586083405,0.23
3.711045665,1.537799796,1.474993281,1.600606311,0.23
3.73242325,1.553484663,1.49178389,1.615185435,0.23
3.753800836,1.569169529,1.508515205,1.629823854,0.23
3.775178421,1.584854396,1.525184106,1.644524686,0.23
3.796556007,1.600539263,1.541787458,1.659291068,0.23
3.817933592,1.61622413,1.558322141,1.674126119,0.23
3.839311178,1.631908997,1.57478509,1.689032903,0.23
3.860688763,1.647593863,1.591173337,1.70401439,0.23
3.882066349,1.66327873,1.607484057,1.719073404,0.23
3.903443934,1.678963597,1.623714615,1.734212579,0.23
3.92482152,1.694648464,1.639862616,1.749434312,0.23
3.946199105,1.71033333,1.655925951,1.76474071,0.23
3.967576691,1.726018197,1.671902845,1.78013355,0.23
3.988954276,1.741703064,1.687791892,1.795614237,0.23
4.010331862,1.757387931,1.703592091,1.81118377,0.23
4.031709447,1.773072798,1.719302873,1.826842722,0.23
4.053087033,1.788757664,1.734924106,1.842591222,0.23
4.074464618,1.804442531,1.750456109,1.858428954,0.23
4.095842204,1.820127398,1.765899635,1.874355161,0.23
4.117219789,1.835812265,1.781255858,1.890368671,0.23
4.138597375,1.851497132,1.796526345,1.906467918,0.23
4.15997496,1.867181998,1.811713017,1.922650979,0.23
4.181352546,1.882866865,1.826818109,1.938915621,0.23
4.202730131,1.898551732,1.841844123,1.955259341,0.23
4.224107716,1.914236599,1.856793779,1.971679418,0.23
4.245485302,1.929921465,1.87166997,1.988172961,0.23
4.266862887,1.945606332,1.886475709,2.004736955,0.23
4.288240473,1.961291199,1.901214089,2.021368309,0.23
4.309618058,1.976976066,1.91588824,2.038063891,0.23
4.330995644,1.992660933,1.930501297,2.054820568,0.23
4.352373229,2.008345799,1.945056362,2.071635237,0.23
4.373750815,2.024030666,1.959556484,2.088504848,0.23
4.3951284,2.039715533,1.974004635,2.105426431,0.23
4.416505986,2.0554004,1.988403693,2.122397107,0.23
4.437883571,2.071085267,2.002756429,2.139414104,0.23
4.459261157,2.086770133,2.017065499,2.156474767,0.23
4.480638742,2.102455,2.031333438,2.173576562,0.23
4.502016328,2.118139867,2.045562653,2.19071708,0.23
4.523393913,2.133824734,2.059755429,2.207894038,0.23
4.544771499,2.1495096,2.073913922,2.225105279,0.23
4.566149084,2.165194467,2.088040168,2.242348766,0.23
4.58752667,2.180879334,2.102136081,2.259622587,0.23
4.608904255,2.196564201,2.116203461,2.276924941,0.23
4.630281841,2.212249068,2.130243995,2.29425414,0.23
4.651659426,2.227933934,2.144259267,2.311608601,0.23
4.673037012,2.243618801,2.158250759,2.328986843,0.23
4.694414597,2.259303668,2.172219858,2.346387478,0.23
4.715792183,2.274988535,2.186167861,2.363809208,0.23
4.737169768,2.290673402,2.200095983,2.38125082,0.23
4.758547354,2.306358268,2.214005357,2.398711179,0.23
4.779924939,2.322043135,2.227897045,2.416189225,0.23
4.801302525,2.337728002,2.241772038,2.433683965,0.23
4.82268011,2.353412869,2.255631263,2.451194474,0.23
4.844057696,2.369097735,2.269475587,2.468719884,0.23
4.865435281,2.384782602,2.283305821,2.486259384,0.23
4.886812867,2.400467469,2.297122723,2.503812215,0.23
4.908190452,2.416152336,2.310927003,2.521377669,0.23
2.791809489,0.863350524,0.731677008,0.99502404,0.24
2.813187074,0.879035391,0.749290725,1.008780056,0.24
2.83456466,0.894720258,0.76689912,1.022541396,0.24
2.855942245,0.910405124,0.784501948,1.036308301,0.24
2.877319831,0.926089991,0.802098951,1.050081032,0.24
2.898697416,0.941774858,0.819689855,1.063859861,0.24
2.920075002,0.957459725,0.837274371,1.077645079,0.24
2.941452587,0.973144592,0.85485219,1.091436993,0.24
2.962830173,0.988829458,0.872422986,1.10523593,0.24
2.984207758,1.004514325,0.889986412,1.119042238,0.24
3.005585344,1.020199192,0.907542099,1.132856285,0.24
3.026962929,1.035884059,0.925089655,1.146678462,0.24
3.048340515,1.051568926,0.942628664,1.160509187,0.24
3.0697181,1.067253792,0.96015868,1.174348905,0.24
3.091095686,1.082938659,0.977679232,1.188198087,0.24
3.112473271,1.098623526,0.995189815,1.202057237,0.24
3.133850857,1.114308393,1.012689891,1.215926894,0.24
3.155228442,1.129993259,1.030178889,1.22980763,0.24
3.176606028,1.145678126,1.047656196,1.243700057,0.24
3.197983613,1.161362993,1.065121158,1.257604828,0.24
3.219361199,1.17704786,1.082573079,1.271522641,0.24
3.240738784,1.192732727,1.100011212,1.285454241,0.24
3.26211637,1.208417593,1.11743476,1.299400427,0.24
3.283493955,1.22410246,1.134842871,1.313362049,0.24
3.304871541,1.239787327,1.152234634,1.32734002,0.24
3.326249126,1.255472194,1.169609074,1.341335314,0.24
3.347626712,1.271157061,1.186965147,1.355348974,0.24
3.369004297,1.286841927,1.204301738,1.369382117,0.24
3.390381883,1.302526794,1.221617654,1.383435934,0.24
3.411759468,1.318211661,1.238911619,1.397511703,0.24
3.433137054,1.333896528,1.256182269,1.411610786,0.24
3.454514639,1.349581394,1.273428149,1.42573464,0.24
3.475892225,1.365266261,1.290647703,1.43988482,0.24
3.49726981,1.380951128,1.307839273,1.454062983,0.24
3.518647395,1.396635995,1.325001095,1.468270895,0.24
3.540024981,1.412320862,1.342131289,1.482510434,0.24
3.561402566,1.428005728,1.359227862,1.496783594,0.24
3.582780152,1.443690595,1.376288702,1.511092488,0.24
3.604157737,1.459375462,1.393311575,1.525439348,0.24
3.625535323,1.475060329,1.410294129,1.539826528,0.24
3.646912908,1.490745195,1.427233892,1.554256499,0.24
3.668290494,1.506430062,1.444128278,1.568731847,0.24
3.689668079,1.522114929,1.460974594,1.583255264,0.24
3.711045665,1.537799796,1.47777005,1.597829542,0.24
3.73242325,1.553484663,1.494511772,1.612457553,0.24
3.753800836,1.569169529,1.511196822,1.627142236,0.24
3.775178421,1.584854396,1.527822218,1.641886574,0.24
3.796556007,1.600539263,1.544384963,1.656693563,0.24
3.817933592,1.61622413,1.560882074,1.671566186,0.24
3.839311178,1.631908997,1.577310622,1.686507371,0.24
3.860688763,1.647593863,1.593667772,1.701519955,0.24
3.882066349,1.66327873,1.609950822,1.716606638,0.24
3.903443934,1.678963597,1.626157254,1.73176994,0.24
3.92482152,1.694648464,1.642284779,1.747012148,0.24
3.946199105,1.71033333,1.658331382,1.762335279,0.24
3.967576691,1.726018197,1.674295365,1.77774103,0.24
3.988954276,1.741703064,1.690175384,1.793230744,0.24
4.010331862,1.757387931,1.705970485,1.808805377,0.24
4.031709447,1.773072798,1.721680121,1.824465474,0.24
4.053087033,1.788757664,1.737304168,1.840211161,0.24
4.074464618,1.804442531,1.752842928,1.856042134,0.24
4.095842204,1.820127398,1.768297124,1.871957672,0.24
4.117219789,1.835812265,1.783667878,1.887956652,0.24
4.138597375,1.851497132,1.798956685,1.904037578,0.24
4.15997496,1.867181998,1.814165383,1.920198614,0.24
4.181352546,1.882866865,1.829296107,1.936437623,0.24
4.202730131,1.898551732,1.84435125,1.952752214,0.24
4.224107716,1.914236599,1.859333411,1.969139786,0.24
4.245485302,1.929921465,1.874245355,1.985597576,0.24
4.266862887,1.945606332,1.889089961,2.002122703,0.24
4.288240473,1.961291199,1.903870187,2.018712211,0.24
4.309618058,1.976976066,1.918589024,2.035363108,0.24
4.330995644,1.992660933,1.933249466,2.052072399,0.24
4.352373229,2.008345799,1.947854481,2.068837117,0.24
4.373750815,2.024030666,1.962406983,2.085654349,0.24
4.3951284,2.039715533,1.976909811,2.102521255,0.24
4.416505986,2.0554004,1.991365716,2.119435083,0.24
4.437883571,2.071085267,2.005777348,2.136393185,0.24
4.459261157,2.086770133,2.020147245,2.153393022,0.24
4.480638742,2.102455,2.034477827,2.170432173,0.24
4.502016328,2.118139867,2.048771399,2.187508334,0.24
4.523393913,2.133824734,2.063030143,2.204619325,0.24
4.544771499,2.1495096,2.077256119,2.221763082,0.24
4.566149084,2.165194467,2.091451274,2.238937661,0.24
4.58752667,2.180879334,2.105617437,2.256141231,0.24
4.608904255,2.196564201,2.119756328,2.273372074,0.24
4.630281841,2.212249068,2.133869561,2.290628574,0.24
4.651659426,2.227933934,2.147958648,2.307909221,0.24
4.673037012,2.243618801,2.162025007,2.325212596,0.24
4.694414597,2.259303668,2.176069962,2.342537374,0.24
4.715792183,2.274988535,2.190094755,2.359882315,0.24
4.737169768,2.290673402,2.204100545,2.377246258,0.24
4.758547354,2.306358268,2.218088416,2.39462812,0.24
4.779924939,2.322043135,2.232059383,2.412026887,0.24
4.801302525,2.337728002,2.246014394,2.42944161,0.24
4.82268011,2.353412869,2.259954333,2.446871404,0.24
4.844057696,2.369097735,2.27388003,2.464315441,0.24
4.865435281,2.384782602,2.287792259,2.481772945,0.24
4.886812867,2.400467469,2.301691747,2.499243191,0.24
4.908190452,2.416152336,2.31557917,2.516725501,0.24
2.791809489,0.863350524,0.737627915,0.989073133,0.25
2.813187074,0.879035391,0.755154459,1.002916323,0.25
2.83456466,0.894720258,0.77267592,1.016764595,0.25
2.855942245,0.910405124,0.790192067,1.030618182,0.25
2.877319831,0.926089991,0.807702652,1.04447733,0.25
2.898697416,0.941774858,0.825207415,1.058342301,0.25
2.920075002,0.957459725,0.842706077,1.072213373,0.25
2.941452587,0.973144592,0.860198345,1.086090838,0.25
2.962830173,0.988829458,0.877683908,1.099975009,0.25
2.984207758,1.004514325,0.895162433,1.113866217,0.25
3.005585344,1.020199192,0.91263357,1.127764814,0.25
3.026962929,1.035884059,0.930096943,1.141671175,0.25
3.048340515,1.051568926,0.947552154,1.155585697,0.25
3.0697181,1.067253792,0.96499878,1.169508804,0.25
3.091095686,1.082938659,0.982436369,1.183440949,0.25
3.112473271,1.098623526,0.99986444,1.197382612,0.25
3.133850857,1.114308393,1.017282479,1.211334306,0.25
3.155228442,1.129993259,1.03468994,1.225296579,0.25
